Gross domestic product (GDP) by world region,,,,
East Asia (MPD),,"$26,432,971,000,000",,
Eastern Europe (MPD),,"$8,404,875,000,000",,
Latin America (MPD),,"$8,733,149,600,000",,
Middle East (MPD),,"$9,842,624,000,000",,
South and South-East Asia (MPD),,"$18,559,032,000,000",,
Sub-Saharan Africa (MPD),,"$3,701,549,600,000",,
Western Europe (MPD),,"$16,736,345,000,000",,
Western offshoots (MPD),,"$21,219,620,000,000",,
